headerdatestamp|headeridentifier|headersetSpec|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.identifier#text|metadata.mods.identifier@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@type|metadata.mods.namenamePart|metadata.mods.note.0|metadata.mods.note.1#text|metadata.mods.note.1@displayLabel|metadata.mods.originInfo.0publisher|metadata.mods.originInfo.1dateOther|metadata.mods.physicalDescriptioninternetMediaType|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.subject.0topic|metadata.mods.subject.1geographic|metadata.mods.subject.1topic|metadata.mods.subject.2geographic|metadata.mods.subject.2topic|metadata.mods.subject.3geographic|metadata.mods.subject.3topic|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5geographic|metadata.mods.subject.5topic|metadata.mods.subject.6geographic|metadata.mods.subject.6topic|metadata.mods.subject.7geographic|metadata.mods.subject.7topic|metadata.mods.subject.8geographic|metadata.mods.subject.8topic|metadata.mods.subject.9geographic|metadata.mods.subject.9topic|metadata.mods.subjecttopic|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsaccessCondition|metadata.modstypeOfResource
2019-11-19T04:01:56Z|webster_1381|webster|image|dct|0012_002333_000617_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1381|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1381/datastream/TN/view|preview|creator|text|Herbert M. Webster|#363: Elvie Manley. Prof. Duncan|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Structures|    |Cabins|    |Smoky Mountains Hiking Club Cabin|    |Greenbrier Cove|    |Elvie Manley|    |Tom Duncan|Greenbrier Cove|    |    |    |    |    |    |    |    |Elvie Manley. Prof. Duncan|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1220|webster|image|dct|0012_002333_000447_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1220|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1220/datastream/TN/view|preview|creator|text|Herbert M. Webster|#216: Leconte from Pitman Center|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 June 23|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Pittman Center|    |Emerts Cove|    |Little Pigeon River|Pittman Center|    |Emerts Cove|    |Little Pigeon River|    |    |    |    |    |    |    |    |    |    |Leconte from Pitman Center|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1168|webster|image|dct|0012_002333_000387_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1168|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1168/datastream/TN/view|preview|creator|text|Herbert M. Webster|#166: Group on Grandfather Mountain|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Hiking|    |Grandfather Mountain|Grandfather Mountain|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Group on Grandfather Mountain|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1499|webster|image|dct|0012_002333_000755_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1499|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1499/datastream/TN/view|preview|creator|text|Herbert M. Webster|#470: Chestnut Hunters on Thunderhead|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1928 October|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Observation towers|    |Appalachian Trail|    |Thunderhead Mountain|Thunderhead Mountain|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Chestnut Hunters on Thunderhead|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1060|webster|image|dct|0012_002333_000233_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1060|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1060/datastream/TN/view|preview|creator|text|Herbert M. Webster|#31: Hikers in the fog|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Hiking|    |Trails|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Hikers in the fog|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1437|webster|image|dct|0012_002333_000679_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1437|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1437/datastream/TN/view|preview|creator|text|Herbert M. Webster|#415: Sister Mildred & Catherine Greenlee inside unfinished cabin at Greenbrier|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Cabins|    |Structures|    |Smoky Mountains Hiking Club Cabin|    |Mildred Webster|    |Catherine Greenlee|    |    |    |    |    |    |    |    |    |    |    |Sister Mildred & Catherine Greenlee inside unfinished cabin at Greenbrier|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1385|webster|image|dct|0012_002333_000622_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1385|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1385/datastream/TN/view|preview|creator|text|Herbert M. Webster|#366: Cabin work trip|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Structures|    |Barns|    |Cantilever barns|    |Smoky Mountains Hiking Club Cabin|    |Greenbrier Cove|Greenbrier Cove|    |    |    |    |    |    |    |    |    |    |Cabin work trip|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1053|webster|image|dct|0012_002333_000278_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1053|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1053/datastream/TN/view|preview|creator|text|Herbert M. Webster|#70: Little Tub Mill. Cherokee Orchard|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Gristmills|    |Structures|    |Cherokee Orchard|    |Le Conte Creek|Cherokee Orchard|    |Le Conte Creek|    |    |    |    |    |    |    |    |    |    |Little Tub Mill. Cherokee Orchard|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1054|webster|image|dct|0012_002333_000230_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1054|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1054/datastream/TN/view|preview|creator|text|Herbert M. Webster|#28: Hike Jump-off from Brushy|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1943 August 15|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|The Jump-off|    |Mount Kephart|The Jump-off|    |Mount Kephart|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Hike Jump-off from Brushy|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1045|webster|image|dct|0012_002333_000274_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1045|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1045/datastream/TN/view|preview|creator|text|Herbert M. Webster|#67: Grandfather Mountain|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Grandfather Mountain|Grandfather Mountain|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Grandfather Mountain|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1362|webster|image|dct|0012_002333_000598_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1362|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1362/datastream/TN/view|preview|creator|text|Herbert M. Webster|#342: Sunset. Rocky Top. Thunderhead|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Appalachian Trail|    |Rocky Top|    |Thunderhead Mountain|    |Cades Cove|Rocky Top|    |Thunderhead Mountain|    |Cades Cove|    |    |    |    |    |    |    |    |Sunset. Rocky Top. Thunderhead|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1358|webster|image|dct|0012_002333_000594_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1358|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1358/datastream/TN/view|preview|creator|text|Herbert M. Webster|#338: Looking west from Andrews Bald. The Coldest Day|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1937 November 21|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Grassy balds|    |Andrews Bald|Andrews Bald|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Looking west from Andrews Bald. The Coldest Day|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1440|webster|image|dct|0012_002333_000683_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1440|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1440/datastream/TN/view|preview|creator|text|Herbert M. Webster|#418: English Mtn. to left background. Greenbrier Pinnacle to right. From Brushy|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1935 June 2|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|English Mountain|    |Brushy Mountain|    |Greenbrier Pinnacle|English Mountain|    |Brushy Mountain|    |Greenbrier Pinnacle|    |    |    |    |    |    |    |    |    |    |English Mtn. to left background. Greenbrier Pinnacle to right. From Brushy|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1146|webster|image|dct|0012_002333_000361_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1146|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1146/datastream/TN/view|preview|creator|text|Herbert M. Webster|#144: Large group who turned out for walk to Blanket Mtn. Mildred & Mitchie in center|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 October 14|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Blanket Mountain|    |Mildred Webster|Blanket Mountain|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Large group who turned out for walk to Blanket Mtn. Mildred & Mitchie in center|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1131|webster|image|dct|0012_002333_000344_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1131|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1131/datastream/TN/view|preview|creator|text|Herbert M. Webster|#129: Leconte from trail leading from Mt. Harrison|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1935 March 17|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Cove Mountain Trail|    |Mount Le Conte|    |Mount Harrison|Mount Le Conte|    |Mount Harrison|    |    |    |    |    |    |    |    |    |    |    |    |Leconte from trail leading from Mt. Harrison|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1007|webster|image|dct|0012_002333_000249_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1007|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1007/datastream/TN/view|preview|creator|text|Herbert M. Webster|#47: The Ganz Lot. Gregory|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Hiking|    |Gregory Bald Trail|    |Gant Lot|    |Rich Gap|Gant Lot|    |Rich Gap|    |    |    |    |    |    |    |    |    |    |The Ganz Lot. Gregory|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1354|webster|image|dct|0012_002333_000590_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1354|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1354/datastream/TN/view|preview|creator|text|Herbert M. Webster|#334: Looking out at Gibson Inn|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Gibson Inn|    |Structures|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Looking out at Gibson Inn|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1160|webster|image|dct|0012_002333_000377_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1160|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1160/datastream/TN/view|preview|creator|text|Herbert M. Webster|#156: Sheep|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Cattle and sheep|Sheep|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1218|webster|image|dct|0012_002333_000444_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1218|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1218/datastream/TN/view|preview|creator|text|Herbert M. Webster|#214: Group. Place unidentified|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Automobiles|    |Hiking|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Group. Place unidentified|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1304|webster|image|dct|0012_002333_000539_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1304|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1304/datastream/TN/view|preview|creator|text|Herbert M. Webster|#286: Porters Creek|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Porters Creek|Porters Creek|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1406|webster|image|dct|0012_002333_000644_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1406|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1406/datastream/TN/view|preview|creator|text|Herbert M. Webster|#387: Scouting trip to Thunderhead via Bote Mtn. [with] Tom Duncan, Tom Brightwell, Tom Conner, [and] Herb Webster. Tom D. is trying to discourage hound dog from following us|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Bote Mountain Trail|    |Thunderhead Mountain|    |Tom Duncan|    |Tom Brightwell|    |Tom Conner|    |Herbert Webster|Thunderhead Mountain|    |    |    |    |    |    |    |    |Scouting trip to Thunderhead via Bote Mtn. [with] Tom Duncan, Tom Brightwell, Tom Conner, [and] Herb Webster. Tom D. is trying to discourage hound dog from following us|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1097|webster|image|dct|0012_002333_000306_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1097|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1097/datastream/TN/view|preview|creator|text|Herbert M. Webster|#95: Greenbrier Pinnacle. From trail to Porters Flats|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Brushy Mountain Trail|    |Greenbrier Pinnacle|    |Porters Flat|Greenbrier Pinnacle|    |Porters Flat|    |    |    |    |    |    |    |    |    |    |    |    |Greenbrier Pinnacle. From trail to Porters Flats|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1467|webster|image|dct|0012_002333_000721_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1467|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1467/datastream/TN/view|preview|creator|text|Herbert M. Webster|#441: Unidentified Vista in Snow|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Chimney Tops|Chimney Tops|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Unidentified Vista in Snow|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1090|webster|image|dct|0012_002333_000299_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1090|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1090/datastream/TN/view|preview|creator|text|Herbert M. Webster|#88: Rain nearing the chimneys|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Chimney Tops|    |Newfound Gap Road/ U.S. 441|    |Sugarlands|Chimney Tops|    |Newfound Gap Road/ U.S. 441|    |Sugarlands|    |    |    |    |    |    |    |    |    |    |Rain nearing the chimneys|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1312|webster|image|dct|0012_002333_000547_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1312|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1312/datastream/TN/view|preview|creator|text|Herbert M. Webster|#292: Snow trip to Leconte|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1936 December 20|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Alum Cave Trail|    |Mount Le Conte|Mount Le Conte|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Snow trip to Leconte|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
